transaction_id,store_id,transaction_timestamp,cashier_id,customer_id,payment_method,total_amount,discount_amount,tax_amount
POS027304,26,05-05-2024 10:24 AM,C0061,,credit,1226.92,97.64,79.37
POS027305,16,23/09/2024 20:46,C0177,CUST01971,Debit,424.31,30.49,44.54
POS027306,21,06-04-2024 08:14 AM,,CUST05562,CREDIT,1115.55,102.61,123.4
POS027307,30,2024-05-08,C0369,,CASH,662.5,161.68,55.91
POS027308,28,29/06/2024 22:08,C0070,CUST01002,Mobile Pay,652.58,154.02,34.69
POS027309,27,2024-01-01 07:01:58,C0062,,Gift Card,1239.39,129.65,129.16
POS027310,14,2024-02-02 02:59:32,C0364,CUST03441,CASH,345.55,97.43,38.1
POS027311,25,2024/02/09 01:46,C0380,,Cash,800.86,34.83,55.59
POS027312,10,12/01/2024 03:34,C0353,CUST09375,Debit,556.16,129.22,34.95
POS027313,18,2024-09-24,C0166,CUST01781,CASH,1092.8,97.25,97.69
POS027314,30,2024-07-14,C0360,CUST03069,credit,536.46,36.23,43.14
POS027315,23,11-06-2024 07:18 PM,,CUST05730,Gift Card,1242.23,43.74,100.45
POS027316,25,2024-11-10,C0192,CUST08572,Mobile Pay,1060.18,199.5,121.06
POS027317,20,2024/04/26 01:19,,,CREDIT,561.32,55.53,30.88
POS027318,25,2024-03-13 13:06:51,C0045,CUST00990,Credit,1402.22,28.56,126.77
POS027319,19,27/02/2024 19:58,C0490,,DEBIT,787.7,106.12,54.81
POS027320,2,2024-04-23 14:12:42,C0467,CUST05046,Credit,329.63,57.59,17.8
POS027321,12,2024/01/23 06:33,C0272,CUST02216,Credit,610.47,151.65,31.11
POS027322,18,23/05/2024 21:02,C0452,,Gift Card,685.68,5.66,74.04
POS027323,29,2024-11-01,C0267,CUST06994,Gift Card,147.66,13.12,14.67
POS027324,6,2024/01/30 15:10,,CUST06704,Debit,1113.76,320.25,94.39
POS027325,21,2024-05-08 23:23:31,C0048,,Debit,925.48,72.68,57.58
POS027326,7,2024/03/02 19:42,C0292,CUST01779,Mobile Pay,480.47,20.32,47.57
POS027327,24,2024/07/15 01:36,,,Credit,493.57,45.06,29.22
POS027328,21,08/06/2024 04:55,C0288,CUST06343,CREDIT,314.61,6.37,24.32
POS027329,4,2024-01-10,C0104,CUST03391,CREDIT,561.73,82.62,36.77
POS027330,8,14/01/2024 18:00,,CUST04255,CASH,415.59,33.85,25.47
POS027331,11,2024-02-18 09:10:24,C0200,CUST06455,Credit,406.02,11.7,31.26
POS006831,27,2024/03/28 15:39,C0289,CUST09738,Mobile Pay,417.37,81.51,33.87
POS027333,5,2024-09-22 22:18:15,C0268,CUST02408,DEBIT,544.9,41.71,39.76
POS027334,30,08-13-2024 09:45 PM,C0443,,Mobile Pay,1055.95,50.86,87.26
POS027335,8,01/10/2024 09:39,C0301,CUST07586,DEBIT,964.45,63.63,96.57
POS027336,3,2024-06-03,C0200,,Gift Card,539.14,118.0,42.08
POS027337,3,2024-06-20,C0326,CUST07443,Cash,565.5,155.96,44.93
POS027338,12,2024-01-22 08:46:32,,CUST03330,Credit,127.1,1.94,8.04
POS027339,27,2024-07-23 20:06:15,C0287,CUST03438,DEBIT,694.2,4.35,42.65
POS027340,4,06-14-2024 09:46 PM,C0105,CUST03594,Cash,417.95,55.57,22.97
POS027341,9,10-27-2024 07:07 PM,C0118,,CASH,1370.71,128.23,135.12
POS027342,28,2024/11/13 14:23,C0385,,CREDIT,995.64,282.26,90.17
POS027343,20,10-06-2024 02:25 AM,C0283,,credit,1578.77,307.0,77.5
POS027344,22,2024-05-08,C0270,,Cash,360.55,4.06,25.12
POS008194,11,17/01/2024 10:37,,CUST09038,Debit,1089.16,22.22,80.13
POS027346,5,30/04/2024 03:00,C0343,CUST06825,Mobile Pay,1016.22,150.36,94.95
POS027347,23,2024-09-18,C0033,,Mobile Pay,1211.39,1.92,101.12
POS027348,13,2024-11-16 22:12:17,,CUST06011,Mobile Pay,1053.72,36.44,61.26
POS027349,19,16/03/2024 11:26,C0076,,Mobile Pay,511.17,79.67,34.59
POS027350,8,2024-12-10 00:52:32,C0342,CUST05317,CASH,375.11,66.49,41.69
POS027351,8,02-26-2024 06:38 AM,C0228,CUST07806,Gift Card,581.9,11.67,64.44
POS027352,20,2024/10/01 07:19,C0338,CUST06894,Debit,1205.07,218.07,114.64
POS027353,11,2024/08/09 09:04,C0486,,Debit,345.79,25.0,24.01
POS027354,4,2024/01/11 05:45,,CUST01734,Gift Card,775.2,226.52,76.12
POS027355,28,2024-12-13,C0381,,Mobile Pay,501.68,55.08,38.64
POS027356,15,28/08/2024 15:44,,,Debit,585.12,76.67,53.55
POS027357,20,2024-08-21 10:32:48,C0387,,Credit,391.76,25.89,20.12
POS027358,27,11-04-2024 12:25 PM,,,Gift Card,450.48,42.65,48.7
POS027359,28,08-03-2024 02:18 PM,C0141,CUST01697,CASH,642.5,124.87,55.68
POS027360,6,2024/03/20 11:34,C0315,CUST03346,Debit,375.28,37.55,31.58
POS027361,29,2024-03-16 17:07:43,C0012,,Cash,405.1,41.48,45.45
POS027362,9,2024-03-18 11:00:56,C0018,CUST06782,DEBIT,578.42,29.14,54.04
POS027363,14,2024-10-21,C0169,,CASH,619.25,172.59,70.12
POS027364,26,12-05-2024 11:10 PM,C0416,CUST05817,Cash,170.95,44.58,16.09
POS027365,23,01-25-2024 05:43 AM,C0324,CUST02037,Credit,753.65,63.63,63.73
POS027366,7,16/08/2024 15:39,C0178,CUST02981,Credit,680.22,126.45,76.15
POS027367,27,2024-08-17 10:48:41,C0043,CUST00011,CASH,1263.25,49.4,102.53
POS027368,24,08/03/2024 13:31,C0432,,Gift Card,393.02,22.51,30.92
POS027369,25,2024/07/14 09:48,C0046,CUST05516,Mobile Pay,1025.42,12.43,96.23
POS027370,18,2024-07-20,C0341,CUST00566,CASH,519.27,160.52,35.35
POS027371,23,2024-10-02 12:18:26,C0299,CUST02753,CREDIT,906.34,265.41,89.18
POS027372,2,08-18-2024 06:32 AM,C0212,,Debit,1008.1,26.45,77.36
POS027373,14,01-15-2024 02:08 AM,C0112,CUST09217,CASH,512.8,77.83,39.59
POS027374,23,2024-06-29 15:58:49,,,CREDIT,1563.62,178.09,130.74
POS027375,9,2024/06/28 09:13,C0020,CUST05066,CREDIT,973.31,158.85,81.04
POS027376,21,03-11-2024 01:03 AM,C0323,CUST06542,Credit,424.26,74.41,35.05
POS027377,10,05-16-2024 11:23 PM,C0022,,CREDIT,151.3,17.33,13.95
POS027378,11,2024/12/27 17:06,C0318,CUST01159,CASH,368.37,5.81,28.9
POS027379,2,28/02/2024 13:53,C0222,CUST07223,credit,759.1,227.5,57.46
POS027380,26,2024/03/23 11:06,C0238,CUST09758,CREDIT,857.59,122.88,72.18
POS027381,5,04-01-2024 06:23 PM,C0167,,Gift Card,564.62,26.95,51.17
POS027382,15,01-17-2024 03:06 PM,C0461,CUST06752,Cash,585.3,25.16,47.96
POS027383,10,2024-09-21 22:55:59,C0369,CUST04765,CASH,656.42,166.94,67.53
POS027384,3,2024-11-10 23:54:32,C0481,CUST06806,Debit,516.37,158.54,30.2
POS027385,26,22/11/2024 13:07,C0252,,DEBIT,658.02,165.55,32.3
POS027386,3,09-27-2024 12:13 AM,C0424,,Cash,1018.7,250.41,96.37
POS027387,3,2024/08/23 15:02,C0429,CUST01093,Cash,1372.71,302.64,110.45
POS027388,3,2024-10-01,C0460,,Gift Card,444.55,18.05,27.63
POS027389,7,2024-06-13 04:04:37,C0099,CUST09121,Credit,643.19,151.11,41.49
POS027390,28,2024-09-27 12:59:41,C0067,,Credit,342.34,60.02,28.66
POS027391,23,2024/07/18 17:50,C0031,CUST08203,CASH,487.78,136.17,40.54
POS027392,13,2024-01-20 01:17:16,C0027,,Gift Card,810.18,0.43,63.12
POS027393,28,08-11-2024 02:03 PM,C0053,CUST02595,Gift Card,785.33,212.86,82.44
POS002765,11,2024/12/17 02:15,C0493,CUST09396,CREDIT,1037.92,166.07,77.0
POS027395,3,2024/07/20 18:45,C0451,,Credit,853.29,133.2,79.39
POS027396,9,2024-06-03 09:06:59,C0399,CUST05183,Credit,521.11,154.49,45.4
POS027397,8,23/11/2024 18:13,C0168,CUST06670,Credit,414.95,16.03,36.12
POS027398,23,21/03/2024 19:23,,CUST04239,Debit,820.16,120.48,50.64
POS027399,24,2024-01-14 05:18:40,C0368,,Gift Card,1018.24,26.81,62.5
POS027400,28,2024-04-14 09:57:37,C0026,CUST09600,Debit,1223.75,149.83,78.08
POS027401,27,2024-10-20,C0087,,Mobile Pay,776.44,203.77,88.14
POS027402,14,2024-03-21,C0308,CUST05983,Credit,916.43,141.94,52.71
POS027403,27,2024-05-26,,,credit,629.23,88.35,41.89
POS027404,29,2024/07/31 20:59,C0464,CUST01788,DEBIT,276.03,31.35,20.11
POS027405,16,2024-07-06,C0050,CUST07102,Credit,312.03,31.94,32.91
POS027406,27,2024-11-27,C0068,CUST08429,CASH,486.62,71.7,28.63
POS027407,29,2024/07/14 08:46,C0002,CUST09642,Cash,723.71,122.25,53.22
POS027180,29,2024/02/28 11:44,C0413,CUST08340,CASH,1112.52,20.01,100.29
POS027409,1,2024-11-12 16:14:31,,CUST05274,CASH,383.32,2.41,29.87
POS027410,3,2024/07/19 18:24,C0110,,Mobile Pay,269.03,12.18,13.95
POS027411,19,22/07/2024 15:51,C0362,,Gift Card,60.54,4.19,5.63
POS027412,26,2024-04-17 16:33:39,C0072,CUST07018,Mobile Pay,235.95,36.43,16.0
POS027413,5,2024-09-09 20:06:32,C0228,CUST03814,Cash,329.92,69.34,19.54
POS027414,10,09-28-2024 04:26 PM,C0017,CUST06713,CREDIT,573.52,35.47,40.07
POS027415,11,30/12/2024 10:55,C0002,CUST06137,credit,180.45,35.44,10.37
POS027416,17,2024-03-15,C0189,CUST02888,Cash,519.27,7.42,57.95
POS027417,5,2024-06-22 07:46:05,C0062,CUST06924,Mobile Pay,431.11,1.14,48.37
POS027418,22,2024-10-18,C0427,,Gift Card,1274.12,137.7,73.75
POS027419,13,2024-03-19,C0187,,Mobile Pay,95.53,13.21,6.31
POS027420,21,2024/11/11 06:39,,,Gift Card,695.97,77.26,40.24
POS027421,3,15/11/2024 07:47,C0360,CUST07848,DEBIT,814.01,200.62,45.43
POS027422,21,2024-10-10,C0283,CUST06019,Gift Card,672.83,132.26,65.79
POS027423,15,2024-07-28 06:02:25,C0143,CUST08985,Gift Card,783.51,43.4,86.91
POS027424,25,2024/08/08 12:04,C0360,CUST08983,Gift Card,301.55,31.78,27.59
POS027425,16,12-03-2024 08:48 PM,C0457,CUST07175,Cash,333.86,24.07,25.22
POS027426,20,04-08-2024 01:34 PM,C0281,CUST03087,Debit,427.48,4.91,36.74
POS027427,16,01/06/2024 00:38,C0354,CUST01876,CASH,530.0,140.16,56.85
POS027428,13,2024-10-08 06:57:10,C0111,,Cash,1264.42,142.13,144.68
POS027429,18,11/07/2024 23:03,C0072,CUST08611,credit,950.57,166.48,47.46
POS027430,8,2024-03-27,C0254,,Credit,637.57,171.78,50.11
POS027431,21,2024/08/13 22:47,C0317,,Gift Card,605.05,102.08,54.17
POS027432,19,2024/04/01 01:28,C0416,,credit,926.44,95.0,71.63
POS027433,24,2024/06/02 00:07,C0490,,Debit,847.29,0.0,94.63
POS027434,5,01-25-2024 03:35 AM,C0201,,Cash,756.66,2.02,52.64
POS027435,10,05-16-2024 07:04 AM,C0381,,Cash,615.37,40.09,48.62
POS027436,20,2024-04-11 01:20:55,C0233,CUST03399,Debit,930.83,139.28,65.6
POS027437,17,2024-07-25,C0299,CUST07316,CASH,525.95,112.86,34.16
POS027438,15,2024-10-26,C0294,CUST08904,Credit,761.8,214.01,42.5
POS027439,10,2024-01-01 09:20:03,,,CREDIT,799.29,27.96,40.05
POS027440,9,2024-06-07 21:59:12,,,credit,284.41,20.26,21.18
POS027441,9,05-28-2024 04:00 AM,C0166,,Credit,902.79,34.83,102.6
POS006509,17,05-03-2024 05:59 PM,C0392,CUST02151,CREDIT,694.61,45.95,35.16
POS027443,29,18/11/2024 19:21,C0382,,credit,343.4,11.38,24.22
POS027444,26,17/12/2024 21:08,C0251,,Gift Card,1302.08,10.77,145.48
POS027445,4,2024-06-26,C0083,CUST09459,Debit,612.03,39.46,54.85
POS027446,8,2024-02-24,C0186,,CREDIT,215.71,56.38,11.25
POS027447,22,2024-07-30 18:48:47,C0063,CUST08405,credit,631.02,19.95,61.55
POS027448,24,2024-01-22,C0480,,Cash,450.91,47.53,40.93
POS027449,3,2024/10/28 19:05,C0388,CUST04033,CASH,685.07,168.12,68.84
POS027450,16,02-09-2024 07:52 AM,,,credit,1793.0,184.46,141.77
POS027451,25,31/10/2024 08:37,C0486,CUST05165,credit,731.01,190.85,36.32
POS027452,14,2024-01-20,C0290,CUST03820,DEBIT,322.32,58.15,34.65
POS027453,18,2024-01-25 03:11:28,C0270,CUST02513,credit,935.6,15.8,62.76
POS027454,21,03-06-2024 11:24 PM,C0054,,Credit,200.39,3.31,22.49
POS027455,2,2024/06/10 13:08,C0272,CUST04254,Mobile Pay,366.69,73.49,40.11
POS027456,7,2024/12/27 14:04,C0491,,DEBIT,700.96,181.45,68.27
POS027457,20,09-18-2024 06:17 AM,C0488,CUST06674,Cash,446.46,61.5,39.28
POS027458,28,2024/06/09 12:27,C0039,,Gift Card,525.85,128.73,49.24
POS027459,13,03-26-2024 10:35 PM,C0089,,DEBIT,651.23,189.81,53.33
POS027460,24,2024-07-05 00:05:04,C0330,,Debit,1276.89,36.74,94.78
POS027461,19,2024-12-01,C0348,,Debit,710.16,61.32,69.0
POS027462,21,14/02/2024 11:06,C0124,CUST09796,CREDIT,273.28,59.2,28.78
POS027463,7,2024-09-06 09:25:48,C0047,CUST08195,credit,171.13,43.35,12.74
POS027464,14,02-09-2024 04:28 AM,C0034,,Debit,728.42,165.06,57.89
POS027465,16,2024/09/13 01:09,C0155,,Cash,939.8,110.99,106.85
POS027466,30,11-01-2024 09:59 PM,,CUST05452,Cash,1039.18,77.25,112.93
POS027467,24,2024-04-27,C0377,,Credit,617.61,153.89,52.07
POS027468,4,04-03-2024 04:48 PM,C0113,CUST04762,CREDIT,951.97,26.08,107.02
POS027469,22,19/08/2024 14:51,C0455,CUST00358,Mobile Pay,313.95,6.05,30.06
POS027470,18,2024-03-27,C0466,CUST02546,Cash,481.75,137.17,44.53
POS027471,15,2024-05-24 16:27:27,C0150,,Cash,459.72,67.48,49.02
POS027472,24,2024/04/21 23:44,C0174,CUST00489,Mobile Pay,834.16,70.08,47.67
POS027473,1,2024/04/19 17:17,C0158,CUST00960,Gift Card,1117.88,190.63,107.91
POS027474,25,2024-11-23 23:58:40,,,credit,700.6,158.21,72.35
POS027475,3,2024-05-17,C0454,CUST05391,Debit,403.25,96.1,44.13
POS003877,21,03-28-2024 06:16 PM,C0273,CUST01892,Debit,1598.6,29.46,115.18
POS027477,11,2024-12-12 22:32:46,C0139,CUST00666,CREDIT,828.56,59.71,95.13
POS027478,28,2024-10-16 23:00:30,C0253,CUST01043,Debit,334.02,48.73,34.51
POS027479,28,2024/12/16 20:27,,CUST00350,Credit,449.4,24.79,47.44
POS027480,14,2024/05/22 23:28,C0227,,Debit,267.86,8.49,29.07
POS027481,23,2024-12-02,C0344,CUST07914,CREDIT,151.18,41.0,15.21
POS027482,26,2024-06-27,C0426,,Gift Card,385.59,45.52,37.93
POS027483,30,02-21-2024 08:09 PM,C0195,CUST00252,CREDIT,1928.71,99.65,190.68
POS027484,28,03-07-2024 01:33 PM,C0407,CUST04795,credit,968.45,159.28,111.21
POS027485,16,2024-04-14,C0087,CUST07901,Debit,196.16,49.76,14.75
POS027486,30,28/02/2024 19:59,C0148,,Cash,730.48,0.83,71.23
POS027487,22,2024-12-20,C0327,CUST05181,credit,291.18,86.37,31.35
POS027488,16,02-20-2024 06:23 PM,C0179,CUST08615,Credit,143.64,25.28,15.97
POS027489,4,2024-08-25,C0335,,Cash,529.48,79.91,58.38
POS027490,8,2024-08-21,C0248,,Gift Card,499.93,14.76,45.93
POS027491,18,2024/12/01 02:31,C0160,,Mobile Pay,566.02,42.26,39.11
POS027492,9,01-24-2024 01:14 AM,C0241,CUST07599,DEBIT,596.51,24.74,31.84
POS027493,25,2024-08-28 14:36:13,,CUST05483,DEBIT,1593.62,2.3,120.72
POS027494,1,2024-05-27,,CUST07946,Credit,388.66,34.15,33.8
POS027495,8,08-17-2024 01:01 AM,C0152,,credit,769.74,42.26,83.88
POS027496,2,2024-05-31 17:57:03,C0373,,DEBIT,565.51,146.33,50.48
POS027497,24,2024-09-10,C0388,CUST08753,credit,702.67,139.51,48.8
POS027498,12,2024-04-15,C0255,,Mobile Pay,528.1,159.71,47.95
POS027499,22,2024/02/18 21:39,C0212,CUST02167,credit,877.36,21.91,96.0
POS027500,1,2024-03-09,C0427,,Gift Card,672.94,45.63,55.08
POS027501,14,12/01/2024 16:18,C0031,,CREDIT,903.58,99.97,72.33
POS027502,10,03-06-2024 05:58 AM,C0389,,Cash,490.18,127.49,28.75
POS027503,20,2024-06-05 01:43:32,C0240,CUST08766,Cash,620.97,158.74,46.93
POS027504,6,05-04-2024 10:54 AM,C0002,CUST09340,DEBIT,397.14,92.06,23.23
POS027505,11,2024-12-13 07:57:23,C0324,CUST01706,CREDIT,418.51,113.34,23.05
POS027506,6,17/06/2024 20:07,C0014,CUST00541,Credit,465.39,76.35,43.53
POS027507,5,06/12/2024 02:03,C0185,CUST09857,DEBIT,309.36,58.98,16.98
POS027508,14,30/08/2024 06:25,C0440,CUST07636,DEBIT,841.32,30.08,67.23
POS027509,23,05/03/2024 14:23,C0427,,Credit,472.38,92.14,44.28
POS027510,7,2024-11-23,C0429,CUST08856,CREDIT,513.23,75.22,33.89
POS027511,9,2024-09-25,C0020,CUST03798,credit,360.92,33.94,35.78
POS027512,30,2024-02-20,C0217,CUST06030,CREDIT,1220.45,85.08,75.02
POS027513,29,04-15-2024 10:37 AM,C0473,CUST06078,credit,392.66,27.37,32.25
POS027514,17,2024-09-02 08:37:08,C0352,CUST08466,Mobile Pay,386.5,86.43,21.91
POS027515,8,02-11-2024 05:44 AM,C0386,,CREDIT,1188.77,153.31,75.23
POS027516,24,20/02/2024 05:37,C0413,CUST05693,Cash,1584.11,86.2,105.74
POS027517,11,2024-08-18 14:25:25,C0341,CUST06773,Mobile Pay,514.15,48.01,48.91
POS027518,13,2024/08/24 16:23,C0352,CUST09378,Cash,1172.51,209.09,73.71
POS027519,16,2024-02-03 14:02:03,C0260,CUST04301,DEBIT,138.36,11.51,11.65
POS027520,8,2024-10-06,C0436,CUST07554,Mobile Pay,535.59,113.94,48.93
POS027521,22,2024/02/08 08:01,,CUST08255,Credit,529.22,74.66,26.08
POS027522,18,19/05/2024 12:09,C0199,,credit,758.31,111.17,45.32
POS027523,27,2024/12/08 23:16,C0050,CUST01708,Gift Card,784.97,73.72,51.01
POS027524,13,15/06/2024 17:47,C0112,,Gift Card,632.46,119.84,61.89
POS027525,27,2024/12/14 10:30,C0316,CUST08534,CREDIT,1076.63,103.49,64.32
POS027526,28,2024-07-14,C0194,,Cash,456.16,119.52,33.09
POS027527,1,2024-03-22 02:14:19,,CUST05959,credit,984.29,99.92,81.39
POS027528,24,26/03/2024 18:19,C0327,CUST04094,Debit,858.83,167.57,72.88
POS027529,20,18/03/2024 03:11,,,Mobile Pay,526.01,46.2,40.69
POS027530,19,2024-02-01 13:16:40,C0220,,DEBIT,501.03,31.42,39.57
POS027531,20,04-21-2024 02:11 PM,C0094,CUST00007,Mobile Pay,349.63,21.9,35.14
POS027532,4,11-22-2024 12:11 AM,C0073,CUST07426,Mobile Pay,167.2,43.6,12.69
POS027533,14,2024-08-22 00:28:40,C0178,CUST01154,Gift Card,1107.65,182.14,81.73
POS027534,22,06/07/2024 04:41,,CUST02594,CREDIT,575.88,56.11,44.49
POS027535,26,2024-04-21 07:11:06,C0373,CUST08468,credit,593.7,23.31,30.78
POS027536,2,18/05/2024 20:59,C0413,CUST00789,credit,610.82,133.01,37.71
POS027537,3,23/12/2024 12:31,,,Debit,578.59,9.78,65.23
POS027538,5,2024-11-08 11:54:53,,,credit,551.96,108.58,34.97
POS027539,10,05-13-2024 12:33 AM,C0344,CUST05508,credit,672.8,173.53,45.25
POS027540,7,22/09/2024 08:55,C0099,CUST09591,CASH,588.64,25.05,47.43
POS027541,15,2024/11/19 02:22,C0201,CUST02381,credit,657.0,112.78,69.24
POS027542,6,2024-10-24,C0476,CUST08202,credit,880.24,141.03,77.67
POS027543,6,2024-11-05 03:38:50,C0360,,credit,382.97,88.61,24.15
POS027544,8,2024/04/01 04:39,C0494,CUST07340,CASH,513.41,11.3,51.04
POS027545,20,2024-12-23,C0402,,Cash,1269.69,3.81,145.78
POS027546,21,01-25-2024 06:52 PM,C0155,CUST06250,Mobile Pay,193.54,57.22,20.48
POS027547,10,2024-09-27,C0336,CUST03592,CREDIT,324.16,61.39,35.36
POS027548,8,2024-06-23 05:59:53,C0411,,Cash,1150.4,81.7,70.06
POS027549,26,2024-02-15 02:53:42,C0083,,CREDIT,163.75,16.85,13.34
POS027550,15,2024-09-22 18:42:14,C0386,CUST08800,CREDIT,431.84,14.55,30.3
POS027551,22,27/04/2024 09:25,C0038,CUST00434,credit,954.25,144.74,79.78
POS027552,25,2024-09-19 03:41:42,C0139,CUST03636,CREDIT,835.49,225.62,71.09
POS027553,18,30/11/2024 10:52,C0022,CUST09136,CREDIT,736.85,206.38,72.74
POS027554,17,08-07-2024 07:55 PM,C0203,CUST03984,CREDIT,272.62,82.69,23.24
POS027555,13,2024-10-09 05:48:07,C0315,CUST08741,Debit,676.7,181.08,72.89
POS027556,19,07/04/2024 13:26,C0471,CUST01338,credit,1031.29,318.89,61.19
POS027557,23,12-13-2024 08:48 PM,C0445,,CREDIT,533.65,132.18,29.4
POS027558,27,2024/09/23 00:15,C0400,,Cash,1431.81,280.74,87.65
POS027559,9,02-12-2024 08:26 AM,,CUST03198,credit,939.0,38.25,45.88
POS027560,7,02/09/2024 20:46,,CUST02584,CASH,1508.42,30.54,100.97
POS027561,10,2024-05-05 12:36:19,C0103,CUST05651,CASH,876.6,132.71,77.45
POS027562,8,01/06/2024 19:59,C0470,CUST09097,DEBIT,729.66,118.41,65.16
POS027563,24,08-29-2024 11:09 PM,C0360,,Mobile Pay,677.37,90.61,75.08
POS027564,20,07-04-2024 12:35 PM,C0477,,Credit,545.56,66.41,60.11
POS027565,30,2024-07-03,C0095,,Mobile Pay,401.97,91.51,40.14
POS027566,13,2024-07-21 23:32:51,C0277,,credit,1222.9,230.42,83.59
POS027567,3,17/07/2024 20:50,C0024,CUST06993,CREDIT,330.78,51.33,26.73
POS027568,21,2024/07/25 16:03,C0107,,Debit,785.64,145.19,76.53
POS027569,21,01-30-2024 05:15 AM,C0489,CUST01571,credit,415.41,11.69,25.29
POS027570,27,05/11/2024 14:51,C0415,,CASH,799.6,34.49,53.62
POS027571,24,2024-10-19 18:50:01,C0388,CUST08506,CASH,705.67,157.57,76.84
POS027572,8,2024/03/05 14:15,C0110,,CREDIT,243.29,44.75,18.94
POS027573,10,10-13-2024 05:55 PM,,CUST06900,Credit,1504.11,372.67,112.63
POS027574,17,23/07/2024 09:36,C0352,CUST07787,Cash,789.69,20.86,71.04
POS027575,25,08-09-2024 10:12 PM,C0283,,CREDIT,406.98,71.6,25.63
POS027576,23,2024/09/02 14:38,C0225,CUST04310,CREDIT,1122.74,181.34,93.46
POS027577,25,2024-01-06 22:16:16,C0086,CUST01263,Debit,572.01,29.2,45.49
POS027578,19,2024-08-29,,,CREDIT,577.19,123.92,66.28
POS027579,23,12-27-2024 02:17 PM,,,Mobile Pay,382.52,91.38,34.04
POS027580,26,2024/04/15 12:17,C0095,CUST03259,CASH,559.0,110.39,38.08
POS027581,11,10/03/2024 20:36,C0384,CUST08284,credit,779.93,162.99,49.74
POS027582,20,2024-05-23 12:36:18,C0015,CUST03337,Mobile Pay,378.54,28.46,18.25
POS027583,10,09-13-2024 01:48 PM,C0357,CUST08974,Debit,1823.99,168.9,165.03
POS027584,10,2024-02-25 06:09:26,C0018,,Credit,714.35,166.63,76.71
POS027585,9,2024/02/07 19:22,C0002,,CREDIT,595.62,19.78,63.92
POS027586,5,06-23-2024 08:11 PM,C0233,,DEBIT,558.57,70.05,47.22
POS027587,9,2024/05/28 00:51,C0225,CUST08635,Mobile Pay,509.96,91.47,40.05
POS027588,1,2024-04-15 04:20:09,C0112,CUST07002,DEBIT,312.13,57.85,31.39
POS027589,13,2024-09-01,C0423,CUST02944,Credit,1054.4,68.04,59.21
POS027590,22,2024/12/06 00:44,C0039,,DEBIT,262.19,35.28,14.39
POS027591,22,2024-04-15 21:19:06,,,Mobile Pay,791.99,31.23,58.11
POS027592,3,2024/11/05 09:38,C0407,,CASH,1323.7,195.61,116.76
POS027593,23,2024/02/20 11:05,C0435,CUST06898,Debit,494.33,145.65,36.43
POS027594,24,2024-02-28 09:57:53,C0131,,credit,545.68,141.27,42.72
POS027595,11,02-01-2024 05:07 AM,C0078,,Debit,806.34,108.67,63.93
POS027596,21,2024/07/30 15:31,,CUST02915,Gift Card,785.35,92.52,84.98
POS027597,16,2024-01-01 03:15:18,C0119,,Cash,361.82,82.54,35.44
POS027598,8,02/01/2024 15:16,C0168,,Cash,898.1,51.01,90.21
POS027599,16,2024-01-13 14:57:02,C0433,,credit,389.54,58.37,39.62
POS027600,24,2024/02/17 00:35,C0235,,CASH,806.36,43.79,90.34
POS027601,14,04-29-2024 09:47 AM,,CUST01174,Mobile Pay,568.01,26.27,52.5
POS027602,5,2024-10-31,C0446,CUST06096,Mobile Pay,1269.87,31.92,106.25
POS027603,1,2024-07-23 17:46:54,C0498,CUST00005,CASH,602.14,9.44,62.47
POS027604,26,2024/07/23 19:15,C0090,CUST05404,credit,105.18,27.78,11.4
POS027605,4,2024/11/28 08:38,C0466,,Credit,1393.68,224.56,74.19
POS027606,12,2024-12-05,C0119,,Credit,851.16,88.7,82.0
POS027607,14,2024-02-29,C0239,CUST00611,CREDIT,1511.37,86.71,85.79
POS027608,6,2024-10-28 07:25:44,C0173,CUST09149,Debit,852.86,91.88,82.1
POS027609,2,2024-01-03 16:19:26,C0091,CUST00936,CREDIT,539.33,9.98,42.81
POS027610,14,02-12-2024 09:30 PM,C0337,,Debit,873.33,14.27,84.0
POS027611,12,2024-09-12 05:32:54,C0152,CUST06327,DEBIT,992.42,233.35,54.82
POS027612,5,04-09-2024 06:49 AM,C0025,CUST09794,Debit,866.6,37.85,96.67
POS027613,19,2024/10/17 22:21,C0163,CUST02940,Mobile Pay,359.78,58.77,26.96
POS027614,7,2024/04/30 22:37,C0152,CUST06292,Debit,297.55,25.21,19.13
POS027615,21,2024-03-06,C0467,CUST05745,Cash,643.92,39.67,70.38
POS027616,28,2024-02-26,C0480,CUST02637,Mobile Pay,796.73,32.36,38.43
POS027617,30,2024-03-28 22:39:08,C0093,CUST02687,CASH,1292.6,268.59,124.26
POS027618,15,2024-10-16 15:35:02,C0026,CUST03889,Cash,617.21,61.44,56.35
POS027619,18,01-27-2024 05:39 AM,C0398,CUST04810,CASH,681.23,46.3,38.41
POS027620,11,2024/10/01 03:51,C0469,CUST05679,Credit,1090.35,191.76,88.09
POS027621,29,2024-12-17 01:05:35,C0430,,CASH,1462.15,259.22,154.26
POS027622,6,2024-07-27 08:17:52,C0497,CUST08006,Cash,1218.85,75.39,130.98
POS027623,26,01-31-2024 03:08 AM,C0483,CUST02623,credit,897.87,127.78,89.68
POS027624,30,18/03/2024 23:55,C0055,,Mobile Pay,106.05,14.84,11.9
POS027625,7,2024/04/05 10:13,C0155,,Mobile Pay,480.97,14.48,30.53
