return_id,original_transaction_or_order_id,product_id,return_date,return_reason,refund_amount,quantity_returned,return_channel
RET003905,POS020932,170,01-26-2024,N/A,101.03,2,pos
RET003906,POS020573,293,06/06/2024,Defective,10.84,3,pos
RET003907,POS020307,439,02-03-2024,???,155.19,3,ECOM
RET003908,ECOM008682,4,2024-06-12,Changed mind,36.23,1,ecom
RET003909,ECOM003182,125,2024-10-30,Late delivery,15.7,2,pos
RET003910,POS001566,441,11/06/2024,Damaged,192.86,3,ecom
RET003911,POS028423,217,19/04/2024,Late delivery,77.4,2,ecom
RET003912,POS001948,163,11-04-2024,Defective,82.76,1,POS
RET003913,POS024160,94,12-16-2024,Defective,52.96,2,ecom
RET003914,POS016264,454,2024-12-09,Damaged,145.62,3,ecom
RET003915,ECOM007849,2,2024-03-05,Size issue,27.55,3,pos
RET003916,ECOM009708,386,03-07-2024,Late delivery,113.9,3,POS
RET003917,POS011464,394,2024-05-29,Damaged,60.86,3,pos
RET003918,ECOM010732,21,2024-03-25,Defective,176.84,2,pos
RET003919,ECOM012724,48,2024-09-11,Changed mind,144.19,1,POS
RET003920,POS005549,302,21/05/2024,Size issue,140.22,3,pos
RET003921,ECOM008956,456,2024-03-06,Late delivery,57.47,1,ECOM
RET003922,ECOM014227,245,2024-06-23,Defective,191.67,3,POS
RET003923,ECOM014217,377,18/08/2024,Changed mind,139.77,2,ECOM
RET003924,ECOM005634,148,05-24-2024,,179.17,2,pos
RET003925,POS014258,80,2024-08-17,Size issue,94.96,1,ECOM
RET003926,POS007104,285,2024-10-03,Damaged,198.71,1,POS
RET003927,POS027318,52,2024-11-13,Changed mind,21.48,1,POS
RET003928,POS001437,21,03-17-2024,Size issue,192.83,2,POS
RET003929,ECOM008323,241,2024-02-09,Size issue,140.56,1,ECOM
RET003930,POS024312,252,2024-08-07,Late delivery,141.83,2,pos
RET003931,ECOM001660,494,09-15-2024,Size issue,118.94,3,ECOM
RET003932,ECOM003939,38,05-30-2024,Changed mind,181.8,2,ecom
RET003933,POS020940,377,09-01-2024,Damaged,138.22,3,ECOM
RET003934,POS016985,480,17/10/2024,Size issue,187.91,2,POS
RET003935,POS010232,486,2024-04-04,Size issue,199.05,2,ECOM
RET003936,ECOM011582,233,2024-08-08,Changed mind,153.3,1,ECOM
RET003937,POS008658,209,05/09/2024,,123.1,1,ECOM
RET003938,POS005681,493,2024-03-03,lorem ipsum,141.79,2,POS
RET003939,ECOM010630,317,09-30-2024,Damaged,53.75,2,ECOM
RET003940,POS015976,358,10/02/2024,Defective,88.66,3,POS
RET003941,POS016741,55,10/07/2024,Damaged,32.61,2,ecom
RET003942,POS023390,437,16/03/2024,Damaged,12.03,3,ECOM
RET003943,ECOM013214,174,2024-05-30,Changed mind,152.7,3,ECOM
RET003944,POS025182,343,19/04/2024,Late delivery,174.36,2,ecom
RET003945,ECOM002450,337,2024-03-27,Size issue,77.76,1,ecom
RET003946,ECOM008497,39,09/06/2024,Late delivery,187.53,2,ECOM
RET003947,POS029671,7,2024-06-24,Size issue,199.74,1,ECOM
RET003948,ECOM002405,54,20/01/2024,Late delivery,175.41,3,ECOM
RET003949,ECOM003629,123,03/05/2024,Late delivery,119.87,3,POS
RET003950,ECOM003107,117,11/01/2024,Changed mind,68.32,2,POS
RET003951,POS008351,113,01-14-2024,Changed mind,13.92,3,pos
RET003952,POS020511,409,2024-10-23,Damaged,193.45,2,POS
RET003953,POS007313,376,29/09/2024,Damaged,195.95,2,ecom
RET003954,POS017393,381,2024-05-28,Late delivery,182.14,3,ECOM
RET003955,POS017562,212,18/05/2024,Late delivery,197.13,1,POS
RET003956,ECOM001263,349,2024-06-23,Late delivery,32.78,2,pos
RET003957,POS000836,337,2024-09-16,Size issue,184.33,3,pos
RET003958,POS004183,374,30/12/2024,Size issue,85.08,3,pos
RET003959,POS006346,257,2024-10-03,N/A,16.95,3,ECOM
RET003960,ECOM006344,344,2024-05-04,Changed mind,81.79,1,ECOM
RET003961,ECOM013411,326,08-14-2024,Changed mind,129.63,3,ecom
RET003962,ECOM013293,465,2024-05-22,Changed mind,192.64,3,pos
RET003963,POS024100,130,2024-05-08,Changed mind,34.22,1,ECOM
RET003964,POS024285,420,03-30-2024,Defective,50.89,3,POS
RET003965,ECOM004557,297,12-13-2024,Damaged,54.22,3,POS
RET003966,POS011557,162,12/10/2024,Defective,161.34,1,POS
RET003967,ECOM000258,310,2024-10-22,Changed mind,52.67,2,POS
RET003968,POS026412,187,20/08/2024,Size issue,91.63,3,ECOM
RET003969,POS012383,407,12-30-2024,Defective,152.98,3,pos
RET003970,POS010056,409,29/12/2024,Late delivery,166.67,2,pos
RET003971,POS028430,306,2024-04-26,Size issue,148.88,1,pos
RET003972,POS014569,51,2024-07-25,Late delivery,55.55,1,ECOM
RET003973,ECOM011051,386,02/04/2024,Late delivery,105.19,3,POS
RET003974,POS021937,250,2024-02-07,Late delivery,103.66,2,pos
RET003975,POS008261,25,25/06/2024,Late delivery,142.06,3,pos
RET003976,POS022556,65,2024-05-21,Changed mind,12.84,1,ECOM
RET003977,POS016564,442,2024-10-22,???,188.56,1,ecom
RET003978,ECOM012631,166,07/06/2024,Changed mind,93.66,3,pos
RET003979,POS007430,488,04-21-2024,Late delivery,120.26,1,ecom
RET003980,POS020417,320,23/10/2024,Defective,68.06,3,ECOM
RET003981,POS009113,52,09-19-2024,Defective,163.94,1,pos
RET003982,ECOM012292,113,2024-05-16,Damaged,121.13,2,ecom
RET003983,ECOM012870,180,2024-11-21,Size issue,154.66,1,POS
RET003984,POS007269,98,03-19-2024,Damaged,72.06,2,ecom
RET003985,POS011430,435,2024-05-01,Damaged,157.95,3,ecom
RET003986,POS018951,431,04-22-2024,Damaged,177.79,1,ECOM
RET003987,POS013245,8,2024-08-05,Size issue,158.25,1,ecom
RET003988,POS010906,94,2024-03-01,Damaged,128.1,1,POS
RET003989,ECOM000921,363,2024-05-16,Damaged,133.75,2,ECOM
RET003990,POS026566,354,07-14-2024,lorem ipsum,47.95,1,ecom
RET003991,POS014004,500,13/01/2024,Defective,77.05,3,ecom
RET003992,POS006596,491,2024-07-07,Changed mind,40.88,2,ECOM
RET003993,POS014240,150,,Late delivery,164.45,3,pos
RET003994,ECOM009068,461,2024-05-25,N/A,178.53,3,ECOM
RET003995,ECOM006938,140,12-12-2024,Size issue,41.79,3,POS
RET003996,POS012658,226,2024-05-18,Damaged,28.63,1,ECOM
RET003997,ECOM001921,196,02-04-2024,Size issue,141.28,3,pos
RET003998,ECOM003011,56,10-01-2024,Changed mind,54.72,2,pos
RET003999,ECOM013592,283,2024-04-08,Late delivery,57.68,2,ecom
RET004000,POS011347,221,,N/A,184.57,3,ecom
RET004001,POS007967,401,2024-06-28,Damaged,132.21,2,POS
RET004002,POS024796,63,10/01/2024,Damaged,147.66,1,ECOM
RET004003,ECOM001702,68,09-13-2024,,71.71,1,ecom
RET004004,POS004830,481,03-28-2024,Damaged,137.16,3,pos
RET004005,POS007044,162,2024-07-10,Size issue,139.1,2,ECOM
RET004006,POS002267,447,06-26-2024,Late delivery,178.93,2,ECOM
RET004007,POS025229,206,2024-07-24,Changed mind,132.25,1,ECOM
RET004008,ECOM007663,91,08-21-2024,Defective,17.75,2,ecom
RET004009,POS012331,96,,lorem ipsum,161.93,2,ECOM
RET004010,ECOM010225,111,03-20-2024,Late delivery,154.85,2,ecom
RET004011,ECOM003652,137,09/01/2024,Late delivery,55.87,2,POS
RET004012,POS029537,115,23/07/2024,Late delivery,152.91,3,ECOM
RET004013,ECOM006267,415,2024-02-11,Defective,107.84,3,pos
RET004014,ECOM004453,462,2024-04-07,Damaged,153.8,1,POS
RET004015,POS016542,222,26/10/2024,,109.23,1,ecom
RET004016,ECOM002596,452,07-09-2024,Damaged,66.68,1,ECOM
RET004017,POS011879,178,10/02/2024,Size issue,182.2,3,ECOM
RET004018,ECOM005415,352,30/04/2024,Damaged,28.53,3,pos
RET004019,ECOM013282,62,01-12-2024,Defective,68.33,2,ECOM
RET004020,POS004244,109,2024-11-22,Damaged,56.83,1,ECOM
RET004021,POS029621,457,23/07/2024,Late delivery,147.28,3,pos
RET004022,POS022317,307,12-18-2024,Defective,111.14,3,POS
RET004023,POS014684,353,2024-07-02,Size issue,99.78,2,pos
RET004024,POS016977,71,2024-02-03,Damaged,34.09,3,pos
RET004025,ECOM002034,117,10/05/2024,lorem ipsum,87.7,3,pos
RET004026,POS014251,441,2024-10-14,Late delivery,195.56,1,ECOM
RET004027,POS013452,312,2024-05-21,Defective,160.73,3,ecom
RET004028,POS014181,162,04-11-2024,Size issue,91.81,1,POS
RET004029,POS022813,345,02/10/2024,Late delivery,57.36,1,ECOM
RET004030,POS015068,10,26/05/2024,Damaged,120.15,3,pos
RET004031,POS008569,179,05-11-2024,Late delivery,99.45,1,pos
RET004032,POS028036,99,26/05/2024,Defective,151.46,2,POS
RET004033,POS028136,257,11/05/2024,Changed mind,125.25,1,ecom
RET004034,ECOM014690,97,05-22-2024,lorem ipsum,89.47,2,pos
RET004035,ECOM010666,459,23/07/2024,Changed mind,103.27,1,POS
RET004036,POS011345,412,29/09/2024,Damaged,168.44,1,ecom
RET004037,POS009859,363,31/03/2024,Late delivery,64.78,3,POS
RET004038,ECOM009626,203,03/08/2024,Changed mind,142.33,1,ECOM
RET004039,ECOM006323,299,2024-03-29,Size issue,194.95,2,ecom
RET004040,POS016616,355,01/03/2024,Size issue,74.95,1,pos
RET004041,ECOM013731,483,2024-09-19,Changed mind,137.25,3,POS
RET004042,POS009155,117,2024-07-31,???,21.14,1,pos
RET004043,POS010324,408,03/07/2024,Late delivery,62.69,2,ECOM
RET004044,POS022390,250,24/04/2024,Damaged,64.8,3,pos
RET004045,ECOM010221,285,04-14-2024,,150.54,3,POS
RET004046,POS019256,38,02-28-2024,Defective,15.31,3,ECOM
RET004047,POS014457,382,05-31-2024,Changed mind,151.38,3,ECOM
RET004048,POS000879,257,04-08-2024,Late delivery,82.48,3,ECOM
RET004049,ECOM009821,278,03-29-2024,Defective,15.93,2,POS
RET004050,POS017474,91,,Changed mind,155.53,3,ECOM
RET004051,POS026519,487,2024-01-01,Late delivery,126.56,1,POS
RET004052,ECOM009677,319,2024-10-06,Damaged,139.06,1,ECOM
RET004053,ECOM009777,119,07-19-2024,Changed mind,61.91,1,ecom
RET004054,ECOM002880,471,07/05/2024,Defective,35.08,1,pos
RET004055,POS028877,344,2024-03-19,Late delivery,70.56,2,pos
RET004056,POS029167,471,07/11/2024,Defective,121.96,2,ECOM
RET004057,ECOM010573,185,2024-02-11,lorem ipsum,24.79,3,POS
RET004058,ECOM014975,75,23/06/2024,Defective,83.26,1,pos
RET004059,POS018873,275,02-13-2024,Late delivery,65.83,3,ecom
RET004060,ECOM002858,57,21/01/2024,Size issue,148.54,3,ecom
RET004061,POS000874,43,03/01/2024,N/A,168.68,3,POS
RET004062,POS029598,33,2024-06-16,Changed mind,79.6,3,ECOM
RET004063,POS018058,208,2024-09-25,Late delivery,99.5,3,ecom
RET004064,ECOM005213,129,11-15-2024,Defective,30.61,2,ECOM
RET004065,POS025384,318,,Defective,63.08,1,ecom
RET004066,POS020092,190,02-28-2024,Late delivery,132.03,1,ecom
RET004067,POS015713,142,17/03/2024,Changed mind,97.0,1,ECOM
RET004068,POS019979,51,28/09/2024,Damaged,144.02,1,ECOM
RET004069,POS020555,452,07-06-2024,asdf123,84.95,2,ECOM
RET004070,ECOM012138,119,10/05/2024,Damaged,170.17,2,ecom
RET004071,POS011277,141,2024-04-25,Late delivery,192.03,1,POS
RET004072,POS007074,111,28/10/2024,Defective,100.68,1,ecom
RET004073,POS029502,405,2024-11-27,Defective,155.63,1,ECOM
RET004074,POS005543,436,09-02-2024,Defective,148.58,1,pos
RET004075,ECOM009988,430,04-26-2024,Size issue,87.81,3,POS
RET004076,POS020159,399,,Size issue,124.76,3,POS
RET004077,POS020531,431,28/03/2024,Defective,26.8,2,POS
RET004078,ECOM009511,394,2024-05-12,N/A,48.55,2,ECOM
RET004079,POS004435,492,07-06-2024,Damaged,62.58,3,POS
RET004080,ECOM006935,413,11-09-2024,Defective,99.51,3,pos
RET004081,POS014673,335,19/10/2024,Late delivery,97.82,1,ecom
RET004082,POS019890,33,2024-11-26,???,191.8,3,POS
RET004083,POS017323,79,05-25-2024,Damaged,197.26,3,ECOM
RET004084,ECOM006223,334,2024-12-13,Late delivery,91.79,2,POS
RET004085,POS026749,60,09-03-2024,Size issue,113.3,1,ecom
RET004086,ECOM001195,196,25/08/2024,Late delivery,59.87,3,ecom
RET004087,POS001743,386,08/12/2024,Changed mind,41.53,1,POS
RET004088,POS021037,144,03/04/2024,Defective,79.19,2,ecom
RET004089,ECOM012288,245,07-09-2024,Damaged,99.49,2,POS
RET004090,POS000415,208,11-30-2024,Late delivery,25.15,2,pos
RET004091,ECOM010254,23,09/02/2024,,113.29,3,POS
RET004092,POS006539,360,11/01/2024,Size issue,187.1,1,ECOM
RET004093,POS028324,401,2024-12-14,Size issue,31.74,2,POS
RET004094,POS015244,130,30/06/2024,Changed mind,17.98,2,POS
RET004095,POS019003,460,08-14-2024,Late delivery,145.14,3,ecom
RET004096,POS007198,3,22/08/2024,Damaged,64.52,3,ecom
RET004097,POS011328,158,27/02/2024,Defective,76.66,3,pos
RET004098,POS013110,228,24/09/2024,Defective,97.2,2,ECOM
RET004099,POS009861,328,2024-10-31,Size issue,126.6,3,ecom
RET004100,POS015580,108,22/09/2024,Damaged,199.07,3,POS
RET004101,POS012267,55,2024-11-15,Damaged,185.98,1,POS
RET004102,POS026099,484,09-22-2024,Changed mind,89.53,2,ECOM
RET004103,ECOM000518,37,10-23-2024,Late delivery,158.88,1,POS
RET004104,ECOM000478,362,17/11/2024,Size issue,90.73,3,pos
RET004105,ECOM003838,257,2024-09-27,Defective,183.16,3,pos
RET004106,POS025195,379,12-01-2024,Defective,99.88,2,POS
RET004107,POS011344,65,08-13-2024,Defective,129.02,3,pos
RET004108,ECOM005036,35,2024-11-12,Late delivery,137.03,1,POS
RET004109,POS011247,215,2024-08-24,Changed mind,57.88,2,POS
RET004110,ECOM011952,194,12-16-2024,Changed mind,68.25,3,ECOM
RET004111,ECOM008500,80,2024-04-17,Size issue,138.94,2,pos
RET004112,POS016686,35,,Changed mind,76.08,3,ECOM
RET004113,ECOM013783,429,11-25-2024,Damaged,15.13,3,pos
RET004114,POS027494,260,2024-11-16,Size issue,36.85,1,pos
RET004115,POS011547,438,11-01-2024,Defective,194.94,2,POS
RET004116,POS008050,396,2024-03-04,Changed mind,89.85,1,ECOM
RET004117,ECOM012906,27,2024-11-16,Changed mind,161.28,2,POS
RET004118,POS010473,365,2024-05-11,Size issue,64.2,3,ecom
RET004119,POS019852,380,06-08-2024,Damaged,125.08,2,pos
RET004120,ECOM000225,382,03-06-2024,Size issue,12.4,3,ecom
RET004121,POS023034,419,12-06-2024,Late delivery,178.59,2,ecom
RET004122,ECOM011132,298,10-14-2024,Size issue,13.13,1,pos
RET004123,ECOM000324,465,12/11/2024,Defective,20.34,2,POS
RET004124,POS029981,163,2024-01-28,Size issue,137.98,2,pos
RET004125,POS005355,322,07-27-2024,Size issue,188.9,2,ECOM
RET004126,POS004554,377,2024-12-03,asdf123,93.82,3,POS
RET004127,POS017069,65,10-29-2024,Late delivery,60.24,1,ecom
RET004128,POS007353,126,04-08-2024,Late delivery,95.54,2,ECOM
RET004129,ECOM002396,396,05-17-2024,Defective,182.29,3,pos
RET004130,POS001051,68,,Damaged,174.66,1,ECOM
RET004131,POS019232,222,2024-06-05,Late delivery,166.82,3,ECOM
RET004132,ECOM013026,78,07/09/2024,Late delivery,10.8,1,ECOM
RET004133,ECOM006523,303,2024-03-17,Changed mind,114.96,1,ecom
RET004134,POS023427,317,10-21-2024,N/A,196.58,3,ecom
RET004135,POS006774,428,2024-04-16,Changed mind,69.09,2,ecom
RET004136,POS016317,21,06-21-2024,Size issue,97.27,3,ECOM
RET004137,POS013991,19,02-13-2024,Changed mind,89.69,1,POS
RET004138,POS000501,261,2024-02-22,Changed mind,61.78,3,POS
RET004139,POS010051,257,26/03/2024,Defective,30.27,1,pos
RET004140,POS008020,62,2024-03-20,lorem ipsum,75.17,1,pos
RET004141,POS025725,389,05-08-2024,Changed mind,134.35,1,POS
RET004142,POS012537,374,2024-06-05,Defective,132.69,3,ecom
RET004143,POS025168,373,2024-04-10,Late delivery,53.51,2,ECOM
RET004144,ECOM009438,273,2024-01-24,Defective,112.66,1,ECOM
RET004145,ECOM014413,27,09/06/2024,Changed mind,39.69,3,ecom
RET004146,POS003187,48,,Damaged,160.14,2,ecom
RET004147,POS008356,354,2024-12-22,,152.2,2,pos
RET004148,ECOM000300,276,2024-09-12,Defective,114.49,1,POS
RET004149,POS020849,129,2024-10-29,Late delivery,57.6,1,ecom
RET004150,ECOM000469,299,25/04/2024,???,178.93,1,ECOM
RET004151,POS022580,359,2024-02-09,Changed mind,71.87,2,ECOM
RET004152,POS023631,481,,Late delivery,21.44,3,ECOM
RET004153,POS022902,55,12-30-2024,Damaged,181.94,1,pos
RET004154,POS013907,455,18/05/2024,Late delivery,56.39,2,POS
RET004155,POS011687,69,31/03/2024,Changed mind,128.44,1,pos
RET004156,POS025864,117,03/07/2024,Late delivery,78.69,1,ecom
RET004157,POS007068,434,04-06-2024,Size issue,157.38,1,POS
RET004158,POS021269,470,01-10-2024,Damaged,67.42,3,POS
RET004159,ECOM007442,30,2024-11-03,Damaged,32.68,2,pos
RET004160,POS003964,6,01-27-2024,Changed mind,46.52,3,ecom
RET004161,POS021043,92,02-23-2024,Defective,127.13,2,ECOM
RET004162,POS029426,382,01-25-2024,Defective,106.03,3,ECOM
RET004163,ECOM007922,476,05-20-2024,Late delivery,152.44,1,ECOM
RET004164,ECOM003588,177,2024-12-01,Late delivery,82.99,2,POS
RET004165,ECOM000211,99,2024-05-19,Defective,106.35,2,pos
RET004166,ECOM002418,342,01-29-2024,Late delivery,64.74,2,pos
RET004167,ECOM012396,413,2024-05-05,Changed mind,79.62,1,pos
RET004168,POS028077,327,04-07-2024,Changed mind,83.86,2,pos
RET004169,POS000701,324,09-15-2024,Damaged,128.03,2,pos
RET004170,POS014309,275,05-09-2024,Size issue,193.68,3,ECOM
RET004171,POS004038,215,2024-12-25,Defective,41.77,2,POS
RET004172,ECOM001217,99,10-30-2024,Size issue,149.28,1,pos
RET004173,ECOM007761,108,10-03-2024,Changed mind,103.99,2,pos
RET004174,POS020048,392,23/08/2024,Defective,130.7,1,pos
RET004175,POS023162,96,24/12/2024,Size issue,53.67,2,pos
RET004176,ECOM007195,329,29/12/2024,Size issue,16.73,3,ecom
RET004177,POS000453,436,2024-11-21,Changed mind,120.32,1,POS
RET004178,POS016975,459,02/09/2024,Late delivery,36.08,1,POS
RET004179,POS025083,233,03-13-2024,Changed mind,182.23,1,POS
RET004180,POS026896,162,11/11/2024,Size issue,182.61,2,ecom
RET004181,ECOM010554,184,2024-08-24,Changed mind,66.28,2,ECOM
RET004182,POS011987,3,2024-05-28,Defective,65.35,1,ecom
RET004183,ECOM000538,219,,Size issue,162.32,2,POS
RET004184,POS004562,494,2024-07-11,???,104.04,2,pos
RET004185,POS014554,357,18/04/2024,Damaged,119.76,2,ecom
RET004186,POS020564,243,2024-03-08,Defective,14.75,1,ECOM
RET004187,ECOM001417,458,08-15-2024,Changed mind,191.23,2,ecom
RET004188,POS029780,267,,Damaged,40.03,1,ecom
RET004189,POS010092,74,29/09/2024,Changed mind,180.77,2,pos
RET004190,ECOM006916,468,,Damaged,53.34,1,ecom
RET004191,ECOM004404,32,05-25-2024,Damaged,40.43,2,pos
RET004192,POS029421,495,2024-07-21,Late delivery,199.2,2,ecom
RET004193,POS018619,262,2024-12-30,Damaged,142.72,3,POS
RET004194,ECOM003916,369,2024-10-18,N/A,63.16,2,ECOM
RET004195,POS003224,366,2024-03-15,Changed mind,170.45,2,ECOM
RET004196,POS025318,258,04-30-2024,Damaged,156.75,3,ECOM
RET004197,POS022817,260,2024-07-07,Damaged,76.64,2,pos
RET004198,POS010569,461,2024-06-03,Defective,147.36,1,ECOM
RET004199,POS011296,215,24/01/2024,Late delivery,163.14,3,pos
RET004200,POS016154,386,05-12-2024,Damaged,42.26,1,POS
RET004201,POS011658,185,11-01-2024,???,113.67,3,ecom
RET004202,ECOM009160,270,2024-10-14,???,146.04,3,pos
RET004203,POS006820,61,2024-06-24,Defective,165.98,1,pos
RET004204,ECOM003480,151,06/11/2024,lorem ipsum,190.41,3,ecom
RET004205,POS006805,71,03-20-2024,Late delivery,50.48,1,pos
RET004206,POS017334,256,24/12/2024,Late delivery,199.76,2,ECOM
RET004207,ECOM014587,69,30/04/2024,Changed mind,12.81,1,ecom
RET004208,ECOM004348,28,29/08/2024,Changed mind,126.11,1,POS
RET004209,POS006134,309,04/02/2024,Damaged,192.91,1,POS
RET004210,ECOM010183,189,04/07/2024,Changed mind,164.68,2,pos
RET004211,ECOM003939,389,13/03/2024,Size issue,126.09,2,pos
RET004212,POS013145,203,05/02/2024,Size issue,88.57,1,pos
RET004213,ECOM006994,12,03-24-2024,Defective,155.96,3,POS
RET004214,POS016722,173,26/04/2024,Damaged,177.04,3,ecom
RET004215,POS013543,425,14/11/2024,Changed mind,171.56,2,pos
RET004216,ECOM003043,87,23/11/2024,Damaged,185.9,2,ECOM
RET004217,POS028041,352,03-07-2024,Damaged,67.05,1,ECOM
RET004218,POS013459,491,02-24-2024,N/A,63.68,2,ecom
RET004219,POS015131,121,2024-12-21,Defective,123.55,3,ECOM
RET004220,POS022871,13,09/02/2024,Late delivery,196.65,2,pos
RET004221,POS027683,441,12-21-2024,Defective,14.54,3,ecom
RET004222,ECOM006037,271,09-01-2024,Defective,100.1,2,ecom
RET004223,POS027341,450,29/09/2024,???,88.17,1,ecom
RET004224,POS002354,458,08-07-2024,Size issue,84.17,2,pos
RET004225,POS029570,390,10-20-2024,Defective,165.14,3,pos
RET004226,POS025685,268,,Changed mind,190.15,1,pos
RET004227,POS012521,327,2024-03-14,asdf123,19.93,2,ECOM
RET004228,POS005944,495,13/12/2024,Late delivery,64.96,1,ecom
RET004229,POS004856,12,2024-04-25,Damaged,111.06,1,ECOM
RET004230,POS005194,8,16/07/2024,Defective,109.32,1,pos
RET004231,ECOM004831,246,08-06-2024,Late delivery,106.57,1,ECOM
RET004232,ECOM007524,111,2024-06-09,Damaged,60.75,2,pos
RET004233,POS006185,331,09/11/2024,Size issue,103.29,1,ecom
RET004234,POS000684,55,08-14-2024,Changed mind,68.13,1,ecom
RET004235,POS025820,397,06/02/2024,Damaged,61.34,3,ecom
RET004236,ECOM012756,148,2024-01-30,,131.35,2,POS
RET004237,POS006467,218,21/04/2024,Late delivery,77.81,2,POS
RET004238,POS028418,34,2024-05-10,N/A,171.57,1,ecom
RET004239,ECOM002390,11,02-19-2024,Defective,92.67,1,pos
RET004240,POS004398,358,07-16-2024,Damaged,153.24,3,ecom
RET004241,POS018621,237,2024-06-04,Changed mind,97.08,3,POS
RET004242,POS024072,258,22/02/2024,Size issue,161.26,2,POS
RET004243,POS025288,80,2024-03-26,Damaged,70.88,2,POS
RET004244,ECOM000453,106,08-17-2024,Late delivery,112.35,2,ecom
RET004245,ECOM013360,57,2024-04-04,Size issue,150.22,3,ECOM
RET004246,POS027461,371,27/12/2024,Changed mind,160.3,3,ECOM
RET004247,ECOM011327,287,2024-05-18,Damaged,68.03,2,POS
RET004248,POS010265,285,2024-08-12,Changed mind,175.44,1,ecom
RET004249,POS017526,471,2024-11-28,Late delivery,44.66,1,POS
RET004250,POS019931,146,19/07/2024,Defective,192.88,2,ecom
RET004251,POS024057,271,2024-06-20,asdf123,49.31,1,POS
RET004252,POS024188,268,2024-11-22,Changed mind,198.66,3,POS
RET004253,POS007973,65,04-30-2024,Size issue,30.06,2,pos
RET004254,POS001524,152,31/05/2024,Defective,99.47,2,ecom
RET004255,POS025000,128,19/02/2024,Changed mind,18.75,2,pos
RET004256,POS015500,208,06-03-2024,Size issue,118.12,3,POS
RET004257,POS029828,379,,Size issue,105.63,3,ecom
RET004258,POS015967,423,07-06-2024,Defective,36.82,2,ecom
RET004259,POS008771,92,2024-11-16,Defective,159.15,1,ecom
RET004260,POS003771,334,12-16-2024,Damaged,145.91,1,pos
RET004261,POS026509,282,2024-11-29,Defective,29.77,1,pos
RET004262,POS008690,172,04/03/2024,Defective,118.81,1,POS
RET004263,POS015112,186,11-06-2024,Size issue,72.79,2,POS
RET004264,POS029227,242,2024-06-10,Size issue,20.62,3,ecom
RET004265,ECOM004880,129,2024-12-16,Size issue,69.65,1,POS
RET004266,ECOM005080,154,19/05/2024,Late delivery,190.05,2,ecom
RET004267,ECOM008829,123,05-02-2024,Size issue,18.42,3,ecom
RET004268,ECOM009613,5,14/07/2024,Damaged,151.42,2,POS
RET004269,POS019526,385,2024-03-12,Changed mind,13.47,1,pos
RET004270,POS019856,331,2024-12-27,Late delivery,45.1,3,ECOM
RET004271,ECOM005037,440,02-29-2024,Late delivery,59.59,3,POS
RET004272,ECOM013932,268,10-23-2024,Size issue,55.73,3,ecom
RET004273,POS006920,131,,Changed mind,34.17,3,ECOM
RET004274,ECOM002144,220,2024-01-17,Size issue,87.05,1,POS
RET004275,POS020138,166,24/09/2024,Size issue,68.42,2,pos
RET004276,POS027330,1,08/02/2024,Damaged,181.78,2,POS
RET004277,POS014911,145,07-28-2024,Damaged,36.16,3,pos
RET004278,ECOM005440,138,02-04-2024,Defective,74.34,3,POS
RET004279,POS021017,231,,Damaged,24.97,2,ecom
RET004280,ECOM003470,106,08-23-2024,Late delivery,89.31,1,ecom
RET004281,POS010128,482,28/10/2024,Damaged,36.54,3,ecom
RET004282,POS027586,159,2024-11-14,Damaged,29.89,2,ecom
RET004283,POS027797,75,07-03-2024,Size issue,79.64,3,POS
RET004284,POS001699,146,07-05-2024,Changed mind,141.74,2,ECOM
RET004285,ECOM000565,114,2024-06-26,Changed mind,78.63,3,POS
RET004286,POS004172,308,2024-01-27,Late delivery,147.28,1,pos
RET004287,POS004825,356,2024-08-15,Defective,32.4,2,ECOM
RET004288,POS019804,433,2024-07-19,Late delivery,97.87,1,ecom
RET004289,POS022064,402,2024-04-10,Damaged,56.72,1,pos
RET004290,POS021395,282,06/12/2024,Changed mind,143.77,1,POS
RET004291,ECOM003588,167,03-26-2024,Damaged,133.79,3,ecom
RET004292,ECOM001547,484,05-18-2024,Damaged,193.33,2,POS
RET004293,POS022587,451,04-22-2024,Defective,119.77,1,ecom
RET004294,POS021517,8,15/08/2024,Size issue,72.66,1,ecom
RET004295,POS018010,232,2024-06-20,Size issue,111.47,2,ECOM
RET004296,POS016989,420,08/04/2024,Size issue,55.33,1,ECOM
RET004297,ECOM010405,283,2024-01-01,Size issue,93.75,2,ecom
RET004298,POS004620,73,2024-01-23,Defective,13.21,1,ecom
RET004299,POS003755,159,20/03/2024,Defective,29.21,3,POS
RET004300,ECOM008725,384,08-20-2024,Defective,96.79,1,pos
RET004301,POS023766,387,02-15-2024,???,134.2,2,ecom
RET004302,POS004914,467,,Size issue,65.52,1,POS
RET004303,ECOM013998,277,05-26-2024,Damaged,27.34,1,ECOM
RET004304,POS002355,101,2024-07-05,Changed mind,187.98,2,POS
RET004305,POS014429,381,17/07/2024,Defective,44.75,2,pos
RET004306,ECOM008009,130,2024-11-28,???,131.87,3,POS
RET004307,POS004559,389,06-22-2024,Changed mind,85.1,2,pos
RET004308,ECOM001987,19,2024-07-11,Size issue,11.96,1,ECOM
RET004309,ECOM007978,347,2024-02-09,Late delivery,25.66,2,POS
RET004310,POS017749,50,16/02/2024,asdf123,68.89,3,ecom
RET004311,POS001578,144,03-17-2024,Changed mind,199.1,2,POS
