order_id,customer_id,order_timestamp,order_status,channel,shipping_cost,total_amount,discount_amount,device_type,traffic_source
ECOM014392,CUST11495,01/01/2024 09:14,completed,WEB,19.95,89.16,12.08,Mobile,Facebook
ECOM014393,CUST06950,09/29/2024 12:21,CANCELLED,WEB,17.12,252.26,40.96,Desktop,Email
ECOM014394,CUST09678,28-01-2024 14:50,Cancelled,MARKETPLACE,5.03,386.29,14.1,mobile,Facebook
ECOM014395,CUST02259,09/11/2024 17:46,completed,MOBILE_APP,18.58,77.37,12.0,desktop,Facebook
ECOM014396,CUST09781,2024/04/16 03:20 AM,Pending,WEB,14.67,346.37,6.56,Tablet,Direct
ECOM014397,CUST09822,2024-02-08 03:55:00,CANCELLED,MARKETPLACE,13.07,339.08,28.58,mobile,Facebook
ECOM014398,CUST05475,09/03/2024 02:56,COMPLETE,MARKETPLACE,2.74,36.15,0.46,Desktop,Email
ECOM014399,CUST08517,09/08/2024 14:36,cancelled,WEB,8.46,31.76,4.13,Desktop,Facebook
ECOM014400,CUST07879,2024-12-27 11:40:00,CANCELLED,WEB,18.89,147.21,11.31,desktop,Facebook
ECOM014401,CUST08714,04/30/2024 09:45,cancelled,MOBILE_APP,17.82,173.22,14.05,Tablet,Instagram
ECOM014402,CUST02075,2024-10-26 12:28:00,cancelled,MOBILE_APP,13.08,229.42,41.49,Tablet,Direct
ECOM014403,CUST10344,2024/02/12 07:00 PM,complete,MARKETPLACE,18.25,56.28,9.61,Mobile,Instagram
ECOM014404,CUST03580,28-11-2024 05:39,CANCELLED,MARKETPLACE,7.77,,,MOBILE,Facebook
ECOM014405,CUST10064,2024-09-16 04:10:00,COMPLETED,MARKETPLACE,14.65,301.53,47.36,mobile,Referral
ECOM014406,CUST02763,12/06/2024 23:35,CANCELLED,WEB,14.45,305.47,12.24,MOBILE,Email
ECOM014407,CUST07179,30-12-2024 19:03,Completed,WEB,15.56,380.62,75.57,desktop,Direct
ECOM014408,CUST01243,09/03/2024 21:46,cancelled,WEB,11.38,265.33,44.41,Desktop,Google
ECOM014409,CUST03760,2024-08-01 11:23:00,COMPLETED,MARKETPLACE,1.08,144.63,22.81,desktop,Facebook
ECOM014410,CUST04913,2024-06-22 15:25:00,CANCELLED,MARKETPLACE,12.37,308.7,33.2,mobile,Facebook
ECOM014411,CUST08976,05-09-2024 08:00,cancelled,MOBILE_APP,1.79,289.54,11.16,mobile,Email
ECOM014412,CUST02479,11/25/2024 12:17,cancelled,MOBILE_APP,1.0,297.25,54.84,desktop,Instagram
ECOM014413,CUST08235,07/05/2024 14:42,completed,MOBILE_APP,16.24,284.36,54.92,desktop,Email
ECOM014414,CUST09278,09/26/2024 16:05,Pending,WEB,15.72,296.52,43.72,Tablet,Instagram
ECOM014415,CUST07382,2024/04/06 03:30 AM,Complete,WEB,5.83,167.83,31.07,Tablet,Email
ECOM014416,CUST05529,2024-11-11 17:20:00,CANCELLED,WEB,16.2,157.24,18.34,Desktop,Facebook
ECOM014417,CUST08887,2024-07-04 12:12:00,completed,MARKETPLACE,13.98,120.61,3.35,Tablet,Instagram
ECOM014418,CUST05091,03-02-2024 05:01,Complete,MOBILE_APP,17.02,372.11,42.39,desktop,Referral
ECOM014419,CUST11941,2024-09-17 10:04:00,completed,WEB,13.41,114.46,14.19,desktop,Google
ECOM014420,CUST10537,2024/05/04 03:18 AM,COMPLETE,WEB,5.04,328.64,64.7,MOBILE,Direct
ECOM014421,CUST02427,06/03/2024 23:02,pending,MARKETPLACE,17.92,142.55,24.63,mobile,Email
ECOM014422,CUST02391,03-03-2024 18:47,COMPLETE,MOBILE_APP,15.8,274.36,40.98,Mobile,Email
ECOM014423,CUST00782,2024/01/10 02:30 PM,completed,WEB,9.33,149.52,3.12,MOBILE,Email
ECOM014424,CUST06308,24-06-2024 21:03,completed,WEB,17.6,,,desktop,Instagram
ECOM014425,CUST01140,05/18/2024 12:05,Complete,MOBILE_APP,9.94,234.63,33.07,Mobile,Referral
ECOM014426,CUST10191,2024-10-12 02:44:00,cancelled,MOBILE_APP,19.58,184.09,28.34,mobile,Google
ECOM014427,CUST10625,2024/06/02 05:01 PM,Complete,MARKETPLACE,11.66,156.96,20.47,MOBILE,Direct
ECOM014428,CUST11122,2024-11-14 03:55:00,completed,MARKETPLACE,6.91,395.95,64.14,desktop,Instagram
ECOM014429,CUST09091,2024-10-09 12:48:00,completed,MARKETPLACE,11.21,156.21,22.62,Tablet,Google
ECOM014430,CUST11471,08/31/2024 05:15,cancelled,WEB,8.16,344.06,17.4,desktop,Facebook
ECOM014431,CUST07883,08-05-2024 06:33,complete,MARKETPLACE,5.81,239.5,15.77,MOBILE,Google
ECOM014432,CUST03539,13-12-2024 03:31,pending,MOBILE_APP,11.97,43.52,4.23,Mobile,Referral
ECOM014433,CUST04259,2024-01-23 14:18:00,cancelled,MARKETPLACE,10.74,47.82,3.16,Desktop,Email
ECOM014434,CUST01292,10/24/2024 09:00,cancelled,MARKETPLACE,12.32,78.24,10.3,desktop,Google
ECOM014435,CUST04635,2024/12/24 10:39 AM,Complete,MARKETPLACE,2.85,58.61,3.42,Mobile,Instagram
ECOM014436,CUST10694,24-10-2024 18:10,complete,MARKETPLACE,15.29,64.59,0.97,MOBILE,Facebook
ECOM014437,CUST08006,06/13/2024 13:26,Completed,MOBILE_APP,16.72,270.83,23.53,Tablet,Facebook
ECOM014438,CUST06981,2024-07-16 13:09:00,cancelled,WEB,0.9,67.23,2.9,desktop,Email
ECOM014439,CUST11835,2024/10/18 11:46 AM,complete,MARKETPLACE,4.09,49.49,7.69,Tablet,Referral
ECOM014440,CUST07175,2024-11-30 21:55:00,cancelled,MOBILE_APP,13.1,,,Mobile,Email
ECOM014441,CUST06736,20-12-2024 00:07,complete,MOBILE_APP,5.44,235.79,25.1,Mobile,Facebook
ECOM014442,CUST07646,01/04/2024 02:18,cancelled,MARKETPLACE,7.99,392.18,66.39,Mobile,Google
ECOM014443,CUST04663,22-06-2024 23:33,COMPLETE,WEB,4.4,97.63,5.86,desktop,Facebook
ECOM014444,CUST05930,2024-04-02 13:40:00,Pending,MARKETPLACE,8.63,66.56,0.38,mobile,Facebook
ECOM014445,CUST00204,01/04/2024 13:53,COMPLETED,MOBILE_APP,0.92,211.22,31.67,Tablet,Instagram
ECOM014446,CUST06046,2024-03-17 04:49:00,Pending,MOBILE_APP,0.99,332.02,45.4,desktop,Referral
ECOM014447,CUST04838,12/22/2024 03:40,COMPLETE,WEB,10.94,118.78,10.57,desktop,Referral
ECOM014448,CUST07863,2024/06/18 07:25 AM,Complete,WEB,9.11,190.34,11.66,mobile,Email
ECOM014449,CUST04570,08/24/2024 12:25,completed,WEB,14.89,204.72,38.77,desktop,Email
ECOM014450,CUST02489,2024/04/29 12:58 AM,completed,MOBILE_APP,10.27,88.31,5.54,Mobile,Facebook
ECOM014451,CUST04218,14-05-2024 21:49,Completed,MARKETPLACE,14.01,163.28,14.64,desktop,Google
ECOM014452,CUST11877,10/10/2024 15:44,Complete,MOBILE_APP,16.26,244.15,32.6,MOBILE,Email
ECOM014453,CUST01122,08/29/2024 07:54,complete,WEB,9.22,,,mobile,Instagram
ECOM014454,CUST03332,12/13/2024 00:35,COMPLETED,MARKETPLACE,7.59,103.9,15.74,MOBILE,Direct
ECOM014455,CUST11023,04/23/2024 14:06,cancelled,MOBILE_APP,10.3,103.49,2.13,desktop,Google
ECOM014456,CUST00050,2024-09-06 14:14:00,cancelled,WEB,17.75,105.51,6.24,Desktop,Referral
ECOM014457,CUST11732,2024-04-17 00:43:00,COMPLETE,WEB,8.86,,,Desktop,Email
ECOM014458,CUST05310,03-05-2024 06:03,completed,MARKETPLACE,16.63,73.53,10.4,MOBILE,Email
ECOM014459,CUST06431,08/16/2024 02:55,completed,WEB,12.49,274.85,45.5,desktop,Facebook
ECOM014460,CUST02136,10-12-2024 04:58,pending,WEB,4.68,115.25,18.13,Tablet,Facebook
ECOM014461,CUST03160,2024-07-08 01:27:00,PENDING,MOBILE_APP,5.97,53.31,10.32,Desktop,Instagram
ECOM014462,CUST04177,01-10-2024 06:52,cancelled,WEB,8.29,65.45,2.94,Desktop,Facebook
ECOM014463,CUST10045,2024-05-31 10:54:00,completed,MOBILE_APP,10.73,163.81,5.31,Tablet,Facebook
ECOM014464,CUST08128,01-12-2024 19:43,COMPLETE,WEB,9.13,157.57,22.09,Tablet,Referral
ECOM014465,CUST06929,06-03-2024 14:15,completed,MOBILE_APP,19.4,264.78,26.07,Tablet,Referral
ECOM014466,CUST09751,2024-11-28 04:16:00,CANCELLED,MARKETPLACE,8.87,166.19,20.53,desktop,Email
ECOM014467,CUST01576,2024/08/19 10:13 PM,completed,MARKETPLACE,7.59,106.47,18.77,desktop,Instagram
ECOM014468,CUST03980,2024-05-19 10:29:00,cancelled,MARKETPLACE,12.7,367.4,12.68,MOBILE,Facebook
ECOM014469,CUST09765,07/07/2024 03:26,complete,WEB,9.34,,,Tablet,Facebook
ECOM014470,CUST02538,2024-06-14 11:25:00,completed,MOBILE_APP,13.4,109.95,20.73,Mobile,Email
ECOM014471,CUST05892,2024-04-29 23:05:00,pending,MOBILE_APP,9.41,199.67,32.71,Mobile,Google
ECOM014472,CUST04144,30-05-2024 23:32,Complete,MOBILE_APP,19.38,108.91,2.88,mobile,Direct
ECOM014473,CUST06227,05/29/2024 03:51,cancelled,MARKETPLACE,5.44,,,mobile,Instagram
ECOM014474,CUST01436,2024-07-04 01:59:00,Complete,WEB,7.89,95.35,13.84,Mobile,Referral
ECOM014475,CUST09320,03/15/2024 20:59,completed,MOBILE_APP,19.7,,,Desktop,Instagram
ECOM014476,CUST00104,08/06/2024 22:31,pending,MOBILE_APP,10.96,394.25,35.86,Desktop,Email
ECOM014477,CUST06534,2024-12-20 18:34:00,completed,MARKETPLACE,4.08,33.05,0.19,Tablet,Facebook
ECOM014478,CUST01554,04/25/2024 00:41,CANCELLED,MOBILE_APP,10.17,166.52,19.46,Mobile,Referral
ECOM014479,CUST10695,2024-04-01 04:24:00,complete,MARKETPLACE,2.25,215.19,26.78,Desktop,Google
ECOM014480,CUST10458,01/07/2024 11:34,complete,MOBILE_APP,4.79,81.52,13.08,mobile,Direct
ECOM014481,CUST06445,2024/09/23 05:13 AM,CANCELLED,MOBILE_APP,1.57,248.49,23.5,Desktop,Email
ECOM014482,CUST07727,02/20/2024 20:16,pending,MOBILE_APP,16.05,,,Desktop,Referral
ECOM014483,CUST02203,15-04-2024 10:20,completed,MARKETPLACE,14.58,122.48,9.44,mobile,Facebook
ECOM014484,CUST07478,12-01-2024 14:04,completed,WEB,13.22,278.84,14.22,Desktop,Referral
ECOM014485,CUST05627,2024-01-10 10:07:00,cancelled,WEB,10.9,111.76,19.86,MOBILE,Google
ECOM014486,CUST11213,2024/08/30 11:46 PM,completed,MARKETPLACE,6.38,176.69,34.32,MOBILE,Instagram
ECOM014487,CUST10393,2024-07-27 17:17:00,PENDING,WEB,17.3,140.94,2.58,desktop,Instagram
ECOM014488,CUST04312,2024/07/22 03:28 AM,pending,WEB,19.65,190.25,3.8,MOBILE,Email
ECOM014489,CUST04679,2024/07/05 03:03 PM,Cancelled,WEB,7.48,87.6,15.3,Mobile,Referral
ECOM014490,CUST10455,03-08-2024 13:04,COMPLETE,WEB,2.88,348.47,29.85,Desktop,Instagram
ECOM014491,CUST06218,2024/07/06 03:25 AM,Complete,MOBILE_APP,3.3,,,MOBILE,Email
ECOM014492,CUST10562,08/18/2024 21:51,complete,MOBILE_APP,0.83,265.13,21.82,Mobile,Email
ECOM014493,CUST07240,2024-05-25 02:43:00,COMPLETED,MOBILE_APP,10.58,98.4,3.98,Desktop,Referral
ECOM014494,CUST10531,2024-07-07 23:02:00,completed,WEB,2.95,165.55,15.86,Desktop,Referral
ECOM014495,CUST03673,08/31/2024 22:45,Pending,WEB,6.51,215.14,1.26,Desktop,Email
ECOM014496,CUST08118,2024/11/19 01:08 AM,pending,WEB,5.33,61.55,8.97,Mobile,Referral
ECOM014497,CUST05244,2024-12-20 19:04:00,pending,WEB,15.47,355.18,16.61,mobile,Facebook
ECOM014498,CUST09703,2024-01-19 02:36:00,completed,MOBILE_APP,19.13,198.85,37.28,desktop,Facebook
ECOM014499,CUST00204,19-06-2024 14:28,Complete,MARKETPLACE,8.63,,,mobile,Email
ECOM014500,CUST11024,2024/08/29 01:15 AM,completed,WEB,11.95,189.09,1.8,MOBILE,Facebook
ECOM014501,CUST03104,2024-03-10 21:23:00,completed,MOBILE_APP,5.01,24.44,2.83,MOBILE,Referral
ECOM014502,CUST10897,21-11-2024 09:29,completed,MARKETPLACE,19.38,383.83,12.61,Desktop,Instagram
ECOM014503,CUST11249,2024/05/30 03:49 AM,pending,MARKETPLACE,3.62,220.57,36.04,desktop,Direct
ECOM014504,CUST05724,2024-10-30 10:26:00,pending,WEB,15.79,377.62,6.61,desktop,Facebook
ECOM014505,CUST10155,11-05-2024 11:23,PENDING,WEB,11.02,325.88,25.81,mobile,Google
ECOM014506,CUST06747,03/11/2024 13:25,completed,MOBILE_APP,6.81,377.13,4.7,Desktop,Instagram
ECOM014507,CUST01104,2024/12/18 09:05 AM,COMPLETE,MOBILE_APP,17.75,309.67,17.6,Desktop,Facebook
ECOM014508,CUST01769,2024/05/24 09:45 AM,completed,MARKETPLACE,11.65,350.34,29.81,Desktop,Referral
ECOM014509,CUST10367,04-11-2024 13:17,pending,WEB,9.46,121.91,20.32,desktop,Google
ECOM014510,CUST11588,26-03-2024 21:09,Complete,MOBILE_APP,6.1,345.9,1.88,desktop,Referral
ECOM014511,CUST10264,11-02-2024 15:07,COMPLETE,MARKETPLACE,6.25,97.67,4.15,Mobile,Facebook
ECOM014512,CUST01945,2024-07-29 11:01:00,completed,WEB,8.78,169.26,18.41,Mobile,Google
ECOM014513,CUST00276,2024/05/14 10:30 PM,Completed,MARKETPLACE,17.98,203.56,31.5,mobile,Facebook
ECOM014514,CUST02857,2024/03/20 06:27 AM,Pending,WEB,18.41,271.5,0.91,desktop,Referral
ECOM014515,CUST11104,02/23/2024 16:35,cancelled,WEB,2.32,99.22,7.89,Mobile,Google
ECOM014516,CUST03567,01/25/2024 23:14,cancelled,MOBILE_APP,9.81,121.85,10.22,Desktop,Google
ECOM014517,CUST07611,06/11/2024 21:26,COMPLETED,MARKETPLACE,1.75,236.83,33.12,Tablet,Direct
ECOM014518,CUST04723,2024-08-03 01:42:00,CANCELLED,MOBILE_APP,17.46,155.41,24.16,Desktop,Referral
ECOM014519,CUST06049,27-11-2024 17:53,cancelled,MOBILE_APP,2.19,279.84,14.12,mobile,Direct
ECOM014520,CUST07296,2024-04-01 19:18:00,pending,WEB,17.56,81.33,0.7,desktop,Instagram
ECOM014521,CUST08727,01-05-2024 12:48,pending,MOBILE_APP,16.66,,,desktop,Referral
ECOM014522,CUST01698,2024/03/27 07:24 PM,Complete,WEB,7.4,381.75,35.49,MOBILE,Direct
ECOM014523,CUST07188,2024/11/29 08:16 AM,complete,MARKETPLACE,14.49,29.92,5.52,MOBILE,Referral
ECOM014524,CUST08342,05/08/2024 09:31,completed,MARKETPLACE,7.48,339.6,1.44,Desktop,Email
ECOM014525,CUST05158,03/28/2024 10:09,cancelled,MARKETPLACE,15.18,208.12,41.39,MOBILE,Email
ECOM014526,CUST01354,2024/02/18 09:48 AM,Cancelled,WEB,19.3,268.23,32.51,Mobile,Direct
ECOM014527,CUST07705,2024/04/24 10:14 PM,cancelled,MOBILE_APP,7.29,264.1,32.76,mobile,Facebook
ECOM014528,CUST11689,2024/10/23 02:51 PM,completed,WEB,8.8,68.5,1.27,desktop,Instagram
ECOM014529,CUST11327,01-06-2024 23:07,pending,WEB,10.7,126.09,14.69,Tablet,Instagram
ECOM014530,CUST03142,25-07-2024 16:04,pending,MOBILE_APP,3.28,310.8,15.3,Mobile,Instagram
ECOM014531,CUST00965,13-02-2024 03:45,completed,MARKETPLACE,14.11,382.6,46.33,Desktop,Direct
ECOM014532,CUST07396,2024-08-27 21:01:00,Complete,MOBILE_APP,15.86,190.53,16.06,Desktop,Direct
ECOM014533,CUST05094,2024-09-13 21:08:00,complete,MOBILE_APP,19.15,236.29,19.91,desktop,Instagram
ECOM014534,CUST03128,2024-11-24 13:48:00,Completed,MARKETPLACE,8.11,354.23,40.18,Desktop,Facebook
ECOM014535,CUST06426,2024/04/22 08:44 AM,CANCELLED,MARKETPLACE,8.35,24.28,3.54,MOBILE,Instagram
ECOM014536,CUST03858,03/22/2024 22:56,completed,WEB,1.93,124.33,18.98,Tablet,Direct
ECOM014537,CUST03404,07/27/2024 21:30,Complete,MOBILE_APP,7.73,79.11,0.08,MOBILE,Referral
ECOM014538,CUST03885,2024-08-21 17:23:00,COMPLETE,MOBILE_APP,2.45,168.78,28.89,desktop,Instagram
ECOM014539,CUST06721,2024-11-19 01:01:00,pending,WEB,14.14,,,Tablet,Google
ECOM014540,CUST05662,09-01-2024 18:06,completed,WEB,4.61,53.76,5.23,Mobile,Direct
ECOM014541,CUST01714,2024/10/25 10:00 AM,COMPLETE,WEB,6.83,341.82,60.53,Mobile,Google
ECOM014542,CUST04375,2024/05/28 05:24 AM,CANCELLED,MARKETPLACE,5.56,299.16,55.09,mobile,Direct
ECOM014543,CUST10443,04/21/2024 10:54,cancelled,WEB,9.09,313.05,47.59,Mobile,Referral
ECOM014544,CUST05532,04-09-2024 10:52,Complete,WEB,0.89,94.59,13.49,mobile,Direct
ECOM014545,CUST08355,2024/08/02 05:30 AM,cancelled,WEB,4.53,181.95,16.08,desktop,Instagram
ECOM014546,CUST06942,2024/09/22 10:21 AM,COMPLETE,MOBILE_APP,0.18,187.88,4.62,Tablet,Email
ECOM014547,CUST03588,05/21/2024 02:25,completed,WEB,9.73,51.82,3.51,Mobile,Referral
ECOM014548,CUST03873,07-01-2024 20:06,CANCELLED,WEB,9.43,297.67,35.65,mobile,Referral
ECOM014549,CUST08539,2024-12-05 10:11:00,Cancelled,MOBILE_APP,0.08,342.81,5.51,Tablet,Email
ECOM014550,CUST04052,2024/11/21 10:37 AM,COMPLETED,MARKETPLACE,5.03,120.87,22.09,MOBILE,Email
ECOM014551,CUST11673,21-03-2024 22:27,Completed,MARKETPLACE,11.89,159.36,31.14,mobile,Instagram
ECOM014552,CUST04253,2024-07-23 15:58:00,complete,MARKETPLACE,11.11,383.9,40.4,Mobile,Referral
ECOM014553,CUST00367,07/16/2024 08:57,complete,MOBILE_APP,11.09,84.7,4.19,Tablet,Instagram
ECOM014554,CUST05340,10/23/2024 03:42,cancelled,MOBILE_APP,9.79,272.67,13.86,Desktop,Facebook
ECOM014555,CUST03635,29-12-2024 23:13,pending,MARKETPLACE,2.51,114.73,18.29,mobile,Instagram
ECOM014556,CUST02613,2024/01/14 02:56 AM,cancelled,MARKETPLACE,9.59,,,Desktop,Google
ECOM014557,CUST06427,2024/08/10 12:47 AM,pending,MARKETPLACE,6.76,,,MOBILE,Referral
ECOM014558,CUST01729,2024-08-04 15:23:00,cancelled,WEB,7.24,167.11,21.34,desktop,Email
ECOM014559,CUST10081,2024/12/25 11:03 AM,Complete,MARKETPLACE,2.13,240.12,32.63,desktop,Direct
ECOM014560,CUST08558,26-06-2024 05:06,Cancelled,MOBILE_APP,15.85,300.67,40.09,Tablet,Instagram
ECOM014561,CUST07890,04-06-2024 01:34,complete,WEB,10.33,158.01,26.99,desktop,Email
ECOM014562,CUST09376,2024/12/25 05:41 PM,completed,MARKETPLACE,4.86,340.63,34.97,MOBILE,Instagram
ECOM014563,CUST10707,13-09-2024 21:21,Cancelled,WEB,14.17,235.2,3.06,Mobile,Direct
ECOM014564,CUST04162,09/18/2024 05:38,Completed,WEB,9.17,399.54,58.59,Tablet,Referral
ECOM014565,CUST01563,08/01/2024 16:35,PENDING,MARKETPLACE,7.66,377.99,22.32,desktop,Email
ECOM014566,CUST00822,2024-11-21 08:44:00,pending,MOBILE_APP,7.0,320.89,2.64,mobile,Referral
ECOM014567,CUST03269,2024-02-17 05:57:00,Complete,WEB,6.36,225.52,5.04,Mobile,Google
ECOM014568,CUST09755,08/30/2024 00:00,PENDING,MOBILE_APP,12.64,176.36,25.0,Desktop,Facebook
ECOM014569,CUST11406,05/06/2024 12:06,Completed,WEB,13.27,202.51,17.74,Mobile,Direct
ECOM014570,CUST01938,2024-06-10 14:51:00,pending,MARKETPLACE,11.25,350.48,13.01,Desktop,Direct
ECOM014571,CUST03699,07/27/2024 07:35,completed,MOBILE_APP,6.88,207.13,1.42,Tablet,Facebook
ECOM014572,CUST09912,2024-08-02 16:06:00,CANCELLED,WEB,15.12,99.34,11.2,Tablet,Referral
ECOM014573,CUST07953,03-04-2024 23:43,Cancelled,MARKETPLACE,17.77,83.04,12.97,desktop,Facebook
ECOM014574,CUST09945,01/23/2024 08:01,Complete,MOBILE_APP,5.89,309.25,2.33,desktop,Direct
ECOM014575,CUST02941,2024/07/14 05:48 AM,COMPLETED,WEB,9.11,280.0,24.89,Tablet,Referral
ECOM014576,CUST09533,03/16/2024 04:44,Complete,MARKETPLACE,0.59,199.82,35.79,MOBILE,Email
ECOM014577,CUST10172,11/28/2024 23:30,cancelled,MOBILE_APP,13.32,286.93,13.5,MOBILE,Facebook
ECOM014578,CUST00612,2024-10-16 16:11:00,cancelled,WEB,16.52,,,mobile,Referral
ECOM014579,CUST07855,2024-01-26 16:43:00,Complete,MOBILE_APP,11.02,155.6,12.19,Desktop,Referral
ECOM014580,CUST07994,10/23/2024 12:59,pending,MARKETPLACE,4.56,120.76,20.99,MOBILE,Direct
ECOM014581,CUST07198,09-03-2024 17:58,COMPLETED,MOBILE_APP,7.61,280.91,26.37,mobile,Instagram
ECOM014582,CUST03152,2024-07-02 23:38:00,Complete,WEB,17.99,292.63,14.43,mobile,Direct
ECOM014583,CUST08553,2024/10/04 12:00 AM,Completed,WEB,10.38,190.64,10.37,Desktop,Google
ECOM014584,CUST10601,2024/09/03 09:01 AM,PENDING,MARKETPLACE,10.23,144.19,21.06,MOBILE,Facebook
ECOM014585,CUST10292,02-02-2024 06:49,Cancelled,MARKETPLACE,13.24,200.02,29.59,Desktop,Direct
ECOM014586,CUST06232,07/07/2024 23:47,pending,WEB,0.05,47.73,1.28,desktop,Google
ECOM014587,CUST09016,2024-06-21 05:21:00,Complete,MARKETPLACE,1.05,217.18,28.07,MOBILE,Referral
ECOM014588,CUST09954,2024-07-31 19:10:00,Pending,MARKETPLACE,13.07,106.97,19.19,Tablet,Email
ECOM014589,CUST00431,2024/08/22 11:53 AM,Complete,MARKETPLACE,10.05,255.78,16.14,Desktop,Email
ECOM014590,CUST05866,2024/04/26 01:02 AM,CANCELLED,MARKETPLACE,2.35,71.48,9.43,Desktop,Referral
ECOM014591,CUST04950,2024/02/05 09:34 AM,completed,MARKETPLACE,5.94,77.73,4.58,Tablet,Direct
ECOM014592,CUST07430,2024-09-05 23:27:00,PENDING,MOBILE_APP,15.32,26.68,0.39,desktop,Facebook
ECOM014593,CUST04295,2024/10/01 04:01 PM,completed,MOBILE_APP,0.38,171.78,15.05,Desktop,Instagram
ECOM014594,CUST01776,23-12-2024 14:38,Complete,MARKETPLACE,2.73,296.28,55.49,Desktop,Referral
ECOM014595,CUST11321,2024/04/06 11:56 PM,Completed,WEB,15.34,345.2,55.5,Desktop,Referral
ECOM014596,CUST07994,2024/01/03 08:03 AM,Complete,MARKETPLACE,1.43,280.4,52.99,Desktop,Email
ECOM014597,CUST04961,2024/08/12 08:09 AM,PENDING,MARKETPLACE,13.7,180.42,18.79,MOBILE,Email
ECOM014598,CUST05531,2024-05-04 06:56:00,Completed,MARKETPLACE,10.92,113.77,17.06,desktop,Google
ECOM014599,CUST06552,07/12/2024 13:09,Completed,MOBILE_APP,11.18,119.33,0.21,mobile,Email
ECOM014600,CUST09292,03-10-2024 05:54,PENDING,MARKETPLACE,2.06,44.78,4.39,desktop,Google
ECOM014601,CUST03518,2024-09-03 21:50:00,cancelled,MARKETPLACE,17.11,313.48,36.04,Desktop,Email
ECOM014602,CUST10532,07-10-2024 11:18,CANCELLED,MARKETPLACE,10.22,370.79,0.57,MOBILE,Direct
ECOM014603,CUST06065,06/27/2024 19:36,Cancelled,MARKETPLACE,18.06,56.01,7.21,MOBILE,Google
ECOM014604,CUST01857,08-08-2024 12:31,Complete,MOBILE_APP,17.04,195.22,6.64,desktop,Referral
ECOM014605,CUST06765,06/23/2024 00:50,pending,MOBILE_APP,4.81,67.96,2.33,Desktop,Google
ECOM014606,CUST09274,08/18/2024 02:46,complete,MARKETPLACE,9.48,179.72,8.68,desktop,Email
ECOM014607,CUST11814,2024/03/11 04:24 PM,pending,MARKETPLACE,17.57,308.42,53.55,desktop,Google
ECOM014608,CUST08695,2024/01/13 04:03 AM,Cancelled,MOBILE_APP,17.11,119.72,20.99,Desktop,Google
ECOM014609,CUST07695,03/31/2024 13:07,CANCELLED,WEB,11.89,108.13,5.27,desktop,Referral
ECOM014610,CUST05515,2024/02/01 06:13 AM,pending,WEB,3.08,263.11,18.92,Desktop,Instagram
ECOM014611,CUST11534,2024-07-31 02:35:00,Complete,WEB,4.39,252.83,45.72,Tablet,Instagram
ECOM014612,CUST04196,2024/08/10 09:39 PM,cancelled,MOBILE_APP,14.0,34.42,4.78,Tablet,Referral
ECOM014613,CUST08822,02-10-2024 02:26,COMPLETED,WEB,13.38,335.34,24.27,Tablet,Facebook
ECOM014614,CUST09610,2024-11-18 09:42:00,complete,MARKETPLACE,7.72,235.89,30.31,Desktop,Direct
ECOM014615,CUST03439,08/23/2024 10:31,pending,WEB,11.88,101.0,3.53,mobile,Referral
ECOM014616,CUST06905,01-11-2024 12:16,complete,MOBILE_APP,15.97,,,mobile,Referral
ECOM014617,CUST01097,2024/08/17 12:22 AM,cancelled,MOBILE_APP,16.51,152.58,11.71,mobile,Google
ECOM014618,CUST09331,2024-06-15 15:43:00,Pending,WEB,1.14,230.54,8.09,Desktop,Email
ECOM014619,CUST07717,2024-09-14 03:16:00,pending,MOBILE_APP,5.06,135.91,23.26,Desktop,Google
ECOM014620,CUST06537,22-03-2024 19:07,completed,WEB,17.84,,,Tablet,Email
ECOM014621,CUST07522,2024/10/13 08:41 PM,COMPLETE,MARKETPLACE,15.99,47.14,2.59,Desktop,Instagram
ECOM014622,CUST01357,13-05-2024 05:25,Completed,WEB,5.55,74.11,3.21,Mobile,Referral
ECOM014623,CUST05779,01/30/2024 09:13,cancelled,WEB,13.65,299.52,56.62,mobile,Email
ECOM014624,CUST02185,2024/11/24 01:24 PM,Complete,WEB,13.59,139.69,4.26,desktop,Direct
ECOM014625,CUST01096,2024-08-30 13:24:00,complete,WEB,15.62,239.82,38.6,Tablet,Email
ECOM014626,CUST09710,2024/07/30 07:10 AM,complete,MOBILE_APP,5.71,352.02,27.89,MOBILE,Direct
ECOM014627,CUST05389,2024/02/20 04:01 AM,cancelled,MARKETPLACE,0.68,323.84,15.12,desktop,Google
ECOM014628,CUST07820,2024-11-01 23:46:00,completed,MARKETPLACE,13.37,260.18,8.34,Tablet,Google
ECOM014629,CUST03433,19-02-2024 22:52,pending,WEB,15.76,119.79,20.45,Tablet,Facebook
ECOM014630,CUST06555,2024/03/20 05:54 PM,Pending,WEB,6.54,325.95,23.63,Mobile,Facebook
ECOM014631,CUST09137,12-02-2024 15:04,completed,MOBILE_APP,17.52,53.26,9.78,Desktop,Facebook
ECOM014632,CUST08712,2024/02/22 10:59 PM,Completed,MARKETPLACE,18.36,149.98,6.62,Tablet,Google
ECOM014633,CUST04629,04/14/2024 08:38,completed,MOBILE_APP,14.66,189.88,25.68,Mobile,Facebook
ECOM014634,CUST08212,23-04-2024 08:39,pending,MOBILE_APP,9.55,289.52,5.28,desktop,Email
